timestamp,vehicle_id,weather_condition,temperature_outside_c,road_type,terrain_type,traffic_density,location_type,altitude_m,humidity_percent,road_surface_condition
2024-01-22 15:00:00,VEH_036,snow,-7.1,asphalt,mixed,moderate,suburban,124,80,slippery
2024-01-29 11:00:00,VEH_036,fog,2.0,dirt,mixed,light,urban,437,70,dry
2024-02-05 15:00:00,VEH_036,fog,-5.0,gravel,mixed,light,urban,203,70,good
2024-02-12 15:00:00,VEH_036,clear,-0.9,concrete,mixed,light,urban,355,73,good
2024-02-19 15:00:00,VEH_036,snow,2.8,asphalt,mixed,light,suburban,150,41,slippery
2024-01-01 20:00:00,VEH_037,fog,4.5,dirt,city,moderate,rural,205,38,good
2024-01-08 14:00:00,VEH_037,clear,-9.0,asphalt,city,light,urban,90,47,dry
2024-01-15 08:00:00,VEH_037,snow,-4.4,gravel,city,moderate,urban,3,78,wet
2024-01-22 14:00:00,VEH_037,snow,-2.9,dirt,city,moderate,highway,286,38,wet
2024-01-29 06:00:00,VEH_037,snow,-7.4,gravel,city,moderate,urban,476,80,wet
2024-02-05 14:00:00,VEH_037,fog,-3.3,dirt,city,moderate,suburban,326,57,dry
2024-02-12 17:00:00,VEH_037,snow,1.0,concrete,city,heavy,urban,104,63,slippery
2024-02-19 07:00:00,VEH_037,snow,1.0,dirt,city,moderate,urban,116,57,slippery
2024-01-01 11:00:00,VEH_038,clear,-1.2,dirt,mixed,light,urban,236,65,good
2024-01-08 15:00:00,VEH_038,clear,-7.5,gravel,mixed,light,rural,65,37,dry
2024-01-15 15:00:00,VEH_038,clear,-5.1,gravel,mixed,moderate,rural,24,32,good
2024-01-22 09:00:00,VEH_038,fog,-5.4,gravel,mixed,moderate,highway,173,77,dry
2024-01-29 16:00:00,VEH_038,snow,2.7,asphalt,mixed,light,suburban,483,42,wet
2024-02-05 14:00:00,VEH_038,clear,4.8,gravel,mixed,moderate,urban,230,58,good
2024-02-12 19:00:00,VEH_038,snow,-6.4,gravel,mixed,heavy,highway,86,31,wet
2024-02-19 13:00:00,VEH_038,clear,-1.9,concrete,mixed,light,highway,181,75,dry
2024-01-01 12:00:00,VEH_039,clear,-1.9,asphalt,city,moderate,suburban,423,32,good
2024-01-08 20:00:00,VEH_039,fog,0.7,concrete,city,light,highway,311,80,dry
2024-01-15 12:00:00,VEH_039,fog,0.8,concrete,city,moderate,suburban,169,44,good
2024-01-22 15:00:00,VEH_039,snow,-9.5,asphalt,city,light,highway,225,60,slippery
2024-01-29 10:00:00,VEH_039,clear,3.6,dirt,city,moderate,suburban,142,46,good
2024-02-05 09:00:00,VEH_039,clear,4.3,gravel,city,moderate,urban,218,33,dry
2024-02-12 19:00:00,VEH_039,clear,3.2,asphalt,city,moderate,urban,308,69,dry
2024-02-19 10:00:00,VEH_039,fog,0.6,asphalt,city,light,rural,123,71,dry
2024-01-01 06:00:00,VEH_040,snow,-2.0,gravel,mixed,moderate,urban,411,69,slippery
2024-01-08 07:00:00,VEH_040,clear,-2.1,concrete,mixed,heavy,rural,161,60,dry
2024-01-15 12:00:00,VEH_040,fog,-8.4,dirt,mixed,light,rural,192,44,dry
2024-01-22 15:00:00,VEH_040,snow,2.9,dirt,mixed,moderate,suburban,137,38,wet
2024-01-29 08:00:00,VEH_040,clear,-0.3,dirt,mixed,heavy,suburban,121,66,dry
2024-02-05 06:00:00,VEH_040,snow,4.6,dirt,mixed,light,highway,471,40,wet
2024-02-12 16:00:00,VEH_040,snow,-2.2,asphalt,mixed,light,suburban,74,37,wet
2024-02-19 13:00:00,VEH_040,snow,-9.8,concrete,mixed,light,urban,8,34,slippery
2024-01-01 13:00:00,VEH_041,fog,-3.5,asphalt,mountain,light,urban,260,70,good
2024-01-08 10:00:00,VEH_041,clear,-4.2,asphalt,mountain,light,rural,96,53,good
2024-01-15 15:00:00,VEH_041,snow,-5.7,concrete,mountain,moderate,urban,475,50,wet
2024-01-22 19:00:00,VEH_041,clear,4.2,asphalt,mountain,moderate,rural,215,80,dry
2024-01-29 14:00:00,VEH_041,snow,-5.3,dirt,mountain,moderate,urban,426,73,wet
2024-02-05 11:00:00,VEH_041,snow,-9.9,asphalt,mountain,moderate,highway,468,41,wet
2024-02-12 10:00:00,VEH_041,fog,2.3,gravel,mountain,moderate,highway,224,34,good
2024-02-19 09:00:00,VEH_041,snow,3.5,asphalt,mountain,moderate,highway,497,72,slippery
2024-01-01 09:00:00,VEH_042,fog,-6.0,asphalt,city,heavy,highway,469,53,good
2024-01-08 20:00:00,VEH_042,snow,0.6,concrete,city,moderate,urban,413,58,slippery
2024-01-15 08:00:00,VEH_042,snow,-4.0,gravel,city,moderate,urban,267,69,wet
2024-01-22 17:00:00,VEH_042,fog,1.6,concrete,city,moderate,urban,214,65,dry
2024-01-29 18:00:00,VEH_042,fog,-1.7,dirt,city,moderate,suburban,198,68,good
2024-02-05 20:00:00,VEH_042,snow,-2.1,dirt,city,light,highway,270,73,slippery
2024-02-12 09:00:00,VEH_042,clear,-8.9,asphalt,city,moderate,urban,411,67,good
2024-02-19 14:00:00,VEH_042,snow,-4.6,asphalt,city,moderate,highway,11,74,wet
2024-01-01 07:00:00,VEH_043,snow,-9.7,asphalt,city,heavy,highway,451,74,slippery
2024-01-08 09:00:00,VEH_043,fog,2.7,concrete,city,moderate,urban,154,35,dry
2024-01-15 18:00:00,VEH_043,clear,-4.5,concrete,city,heavy,highway,184,51,good
2024-01-22 17:00:00,VEH_043,snow,-3.1,dirt,city,moderate,urban,343,77,wet
2024-01-29 10:00:00,VEH_043,fog,-5.5,concrete,city,light,urban,277,73,dry
2024-02-05 15:00:00,VEH_043,fog,-8.6,dirt,city,light,highway,136,41,dry
2024-02-12 06:00:00,VEH_043,snow,-1.0,dirt,city,moderate,urban,230,33,slippery
2024-02-19 20:00:00,VEH_043,clear,1.0,gravel,city,light,urban,421,65,good
2024-01-01 08:00:00,VEH_044,clear,-5.6,dirt,mountain,heavy,rural,222,79,dry
2024-01-08 20:00:00,VEH_044,snow,2.7,concrete,mountain,light,rural,254,30,wet
2024-01-15 06:00:00,VEH_044,clear,-9.3,dirt,mountain,light,rural,209,47,dry
2024-01-22 17:00:00,VEH_044,fog,-7.4,concrete,mountain,moderate,highway,90,62,dry
2024-01-29 08:00:00,VEH_044,clear,-0.8,gravel,mountain,heavy,urban,45,61,dry
2024-02-05 19:00:00,VEH_044,snow,0.3,dirt,mountain,heavy,urban,69,56,wet
2024-02-12 07:00:00,VEH_044,fog,4.1,gravel,mountain,heavy,highway,33,33,good
2024-02-19 11:00:00,VEH_044,clear,-0.4,asphalt,mountain,light,urban,294,53,dry
2024-01-01 07:00:00,VEH_045,clear,-7.3,dirt,mixed,heavy,urban,417,72,dry
2024-01-08 07:00:00,VEH_045,fog,-7.2,asphalt,mixed,heavy,rural,116,80,good
2024-01-15 07:00:00,VEH_045,snow,2.3,concrete,mixed,heavy,urban,16,59,wet
2024-01-22 08:00:00,VEH_045,fog,-1.1,asphalt,mixed,heavy,urban,489,60,good
2024-01-29 17:00:00,VEH_045,clear,2.4,asphalt,mixed,moderate,rural,357,48,dry
2024-02-05 16:00:00,VEH_045,clear,-7.9,dirt,mixed,moderate,suburban,442,56,good
2024-02-12 09:00:00,VEH_045,snow,-1.1,gravel,mixed,moderate,urban,211,76,wet
2024-02-19 12:00:00,VEH_045,clear,1.9,concrete,mixed,moderate,suburban,412,49,dry
2024-01-01 08:00:00,VEH_046,snow,3.5,asphalt,city,heavy,rural,170,32,wet
2024-01-08 12:00:00,VEH_046,fog,1.6,dirt,city,light,suburban,35,59,good
2024-01-15 16:00:00,VEH_046,snow,4.6,gravel,city,moderate,urban,131,63,wet
2024-01-22 19:00:00,VEH_046,fog,3.1,concrete,city,moderate,urban,207,47,good
2024-01-29 10:00:00,VEH_046,snow,1.2,dirt,city,light,suburban,367,46,slippery
2024-02-05 07:00:00,VEH_046,clear,-2.4,gravel,city,heavy,rural,409,44,good
2024-02-12 12:00:00,VEH_046,clear,4.5,gravel,city,moderate,suburban,276,33,good
2024-02-19 11:00:00,VEH_046,fog,-9.2,dirt,city,moderate,urban,201,53,good
2024-01-01 18:00:00,VEH_047,clear,-5.0,asphalt,highway,moderate,highway,81,43,dry
2024-01-08 19:00:00,VEH_047,clear,2.4,asphalt,highway,moderate,urban,461,79,good
2024-01-15 10:00:00,VEH_047,snow,-9.4,gravel,highway,light,urban,455,44,wet
2024-01-22 16:00:00,VEH_047,snow,5.0,dirt,highway,moderate,urban,307,73,wet
2024-01-29 11:00:00,VEH_047,snow,-5.1,gravel,highway,moderate,highway,27,73,wet
2024-02-05 16:00:00,VEH_047,snow,-0.5,dirt,highway,moderate,suburban,161,47,wet
2024-02-12 17:00:00,VEH_047,clear,-7.3,asphalt,highway,heavy,suburban,93,58,good
2024-02-19 13:00:00,VEH_047,clear,-4.6,asphalt,highway,light,suburban,440,56,dry
2024-01-01 11:00:00,VEH_048,snow,-5.2,gravel,mountain,light,urban,441,76,wet
2024-01-08 14:00:00,VEH_048,fog,4.5,gravel,mountain,moderate,rural,16,58,good
2024-01-15 08:00:00,VEH_048,snow,4.3,dirt,mountain,heavy,highway,360,42,wet
2024-01-22 08:00:00,VEH_048,fog,-1.1,asphalt,mountain,moderate,rural,329,31,dry
2024-01-29 12:00:00,VEH_048,clear,1.3,asphalt,mountain,light,urban,201,48,dry
2024-02-05 13:00:00,VEH_048,fog,1.6,asphalt,mountain,light,urban,1,47,good
2024-02-12 15:00:00,VEH_048,snow,4.1,concrete,mountain,moderate,urban,259,69,slippery
2024-02-19 11:00:00,VEH_048,snow,-8.9,gravel,mountain,light,suburban,334,51,wet
2024-01-01 17:00:00,VEH_049,clear,-4.6,concrete,mountain,moderate,rural,75,32,good
2024-01-08 13:00:00,VEH_049,fog,-8.9,asphalt,mountain,moderate,highway,291,66,dry
2024-01-15 06:00:00,VEH_049,clear,-9.7,dirt,mountain,light,urban,37,64,good
2024-01-22 19:00:00,VEH_049,clear,-3.4,gravel,mountain,heavy,suburban,245,62,good
2024-01-29 11:00:00,VEH_049,clear,0.2,concrete,mountain,light,rural,157,67,good
2024-02-05 07:00:00,VEH_049,snow,-9.7,dirt,mountain,moderate,highway,193,78,wet
2024-02-12 18:00:00,VEH_049,fog,-5.1,concrete,mountain,heavy,rural,424,30,dry
2024-02-19 13:00:00,VEH_049,fog,-6.8,dirt,mountain,moderate,rural,66,55,dry
